country,year,gender,age,share_first_quintile_inc,share_second_quintile_inc,share_third_quintile_inc,share_fourth_quintile_inc,share_fifth_quintile_inc,share_bottom50_inc,share_top10_pct_inc,share_top5_pct_inc,share_top1_pct_inc,share_top0_5_pct_inc,share_top0_1_pct_inc,share_top0_01_pct_inc,gini_coefficient,nobs_log_inc,mean_log_inc,std_log_inc,p1_log_inc,p2_5_log_inc,p5_log_inc,p10_log_inc,p12_5_log_inc,p25_log_inc,p37_5_log_inc,p50_log_inc,p62_5_log_inc,p75_log_inc,p87_5_log_inc,p90_log_inc,p95_log_inc,p97_5_log_inc,p99_log_inc,p99_9_log_inc,p99_99_log_inc,p9010_log_inc,p9050_log_inc,p5010_log_inc,kelley_log_inc,crows_log_inc,nobs_res_log_inc,mean_res_log_inc,std_res_log_inc,p1_res_log_inc,p2_5_res_log_inc,p5_res_log_inc,p10_res_log_inc,p12_5_res_log_inc,p25_res_log_inc,p37_5_res_log_inc,p50_res_log_inc,p62_5_res_log_inc,p75_res_log_inc,p87_5_res_log_inc,p90_res_log_inc,p95_res_log_inc,p97_5_res_log_inc,p99_res_log_inc,p99_9_res_log_inc,p99_99_res_log_inc,p9010_res_log_inc,p9050_res_log_inc,p5010_res_log_inc,kelley_res_log_inc,crows_res_log_inc,nobs_log_perm_inc,mean_log_perm_inc,std_log_perm_inc,p1_log_perm_inc,p2_5_log_perm_inc,p5_log_perm_inc,p10_log_perm_inc,p12_5_log_perm_inc,p25_log_perm_inc,p37_5_log_perm_inc,p50_log_perm_inc,p62_5_log_perm_inc,p75_log_perm_inc,p87_5_log_perm_inc,p90_log_perm_inc,p95_log_perm_inc,p97_5_log_perm_inc,p99_log_perm_inc,p99_9_log_perm_inc,p99_99_log_perm_inc,p9010_log_perm_inc,p9050_log_perm_inc,p5010_log_perm_inc,kelley_log_perm_inc,crows_log_perm_inc,share_below_mininc,nobs_earn_inc,mean_earn_inc,std_earn_inc,p1_earn_inc,p2_5_earn_inc,p5_earn_inc,p10_earn_inc,p12_5_earn_inc,p25_earn_inc,p37_5_earn_inc,p50_earn_inc,p62_5_earn_inc,p75_earn_inc,p87_5_earn_inc,p90_earn_inc,p95_earn_inc,p97_5_earn_inc,p99_earn_inc,p99_9_earn_inc,p99_99_earn_inc,p9010_earn_inc,p9050_earn_inc,p5010_earn_inc,kelley_earn_inc,crows_earn_inc,nobs_res_1yr_log_chg,mean_res_1yr_log_chg,std_res_1yr_log_chg,skew_res_1yr_log_chg,kurt_res_1yr_log_chg,p1_res_1yr_log_chg,p2_5_res_1yr_log_chg,p5_res_1yr_log_chg,p10_res_1yr_log_chg,p12_5_res_1yr_log_chg,p25_res_1yr_log_chg,p37_5_res_1yr_log_chg,p50_res_1yr_log_chg,p62_5_res_1yr_log_chg,p75_res_1yr_log_chg,p87_5_res_1yr_log_chg,p90_res_1yr_log_chg,p95_res_1yr_log_chg,p97_5_res_1yr_log_chg,p99_res_1yr_log_chg,p99_9_res_1yr_log_chg,p99_99_res_1yr_log_chg,p9010_res_1yr_log_chg,p9050_res_1yr_log_chg,p5010_res_1yr_log_chg,kelley_res_1yr_log_chg,crows_res_1yr_log_chg,nobs_res_5yr_log_chg,mean_res_5yr_log_chg,std_res_5yr_log_chg,skew_res_5yr_log_chg,kurt_res_5yr_log_chg,p1_res_5yr_log_chg,p2_5_res_5yr_log_chg,p5_res_5yr_log_chg,p10_res_5yr_log_chg,p12_5_res_5yr_log_chg,p25_res_5yr_log_chg,p37_5_res_5yr_log_chg,p50_res_5yr_log_chg,p62_5_res_5yr_log_chg,p75_res_5yr_log_chg,p87_5_res_5yr_log_chg,p90_res_5yr_log_chg,p95_res_5yr_log_chg,p97_5_res_5yr_log_chg,p99_res_5yr_log_chg,p99_9_res_5yr_log_chg,p99_99_res_5yr_log_chg,p9010_res_5yr_log_chg,p9050_res_5yr_log_chg,p5010_res_5yr_log_chg,kelley_res_5yr_log_chg,crows_res_5yr_log_chg,nobs_arcpct_1yr_chg,mean_arcpct_1yr_chg,std_arcpct_1yr_chg,skew_arcpct_1yr_chg,kurt_arcpct_1yr_chg,p1_arcpct_1yr_chg,p2_5_arcpct_1yr_chg,p5_arcpct_1yr_chg,p10_arcpct_1yr_chg,p12_5_arcpct_1yr_chg,p25_arcpct_1yr_chg,p37_5_arcpct_1yr_chg,p50_arcpct_1yr_chg,p62_5_arcpct_1yr_chg,p75_arcpct_1yr_chg,p87_5_arcpct_1yr_chg,p90_arcpct_1yr_chg,p95_arcpct_1yr_chg,p97_5_arcpct_1yr_chg,p99_arcpct_1yr_chg,p99_9_arcpct_1yr_chg,p99_99_arcpct_1yr_chg,p9010_arcpct_1yr_chg,p9050_arcpct_1yr_chg,p5010_arcpct_1yr_chg,kelley_arcpct_1yr_chg,crows_arcpct_1yr_chg,nobs_arcpct_5yr_chg,mean_arcpct_5yr_chg,std_arcpct_5yr_chg,skew_arcpct_5yr_chg,kurt_arcpct_5yr_chg,p1_arcpct_5yr_chg,p2_5_arcpct_5yr_chg,p5_arcpct_5yr_chg,p10_arcpct_5yr_chg,p12_5_arcpct_5yr_chg,p25_arcpct_5yr_chg,p37_5_arcpct_5yr_chg,p50_arcpct_5yr_chg,p62_5_arcpct_5yr_chg,p75_arcpct_5yr_chg,p87_5_arcpct_5yr_chg,p90_arcpct_5yr_chg,p95_arcpct_5yr_chg,p97_5_arcpct_5yr_chg,p99_arcpct_5yr_chg,p99_9_arcpct_5yr_chg,p99_99_arcpct_5yr_chg,p9010_arcpct_5yr_chg,p9050_arcpct_5yr_chg,p5010_arcpct_5yr_chg,kelley_arcpct_5yr_chg,crows_arcpct_5yr_chg,autocorr_lag1_res_log_inc,autocorr_lag2_res_log_inc,autocorr_lag3_res_log_inc,autocorr_lag4_res_log_inc,autocorr_lag5_res_log_inc,autocorr_lag1_res_1yr_log_chg,autocorr_lag2_res_1yr_log_chg,autocorr_lag3_res_1yr_log_chg,autocorr_lag4_res_1yr_log_chg,autocorr_lag5_res_1yr_log_chg,Pareto_tail_index_5pct,Pareto_tail_index_1pct
IRL,2022,All genders,48,,,,,,,,,,,,,,4869,10.53446,0.77110362,8.359211,8.8129969,9.1449785,9.5270319,9.6969948,10.10355,10.35677,10.56323,10.79691,11.03848,11.34519,11.42667,11.69317,12.02432,12.27907,13.00235,13.38352,1.8996382,0.86344051,1.0361977,-0.090942137,3.4348276,4869,-1.16E-09,0.75477898,-2.0765669,-1.701516,-1.3902709,-0.95579839,-0.80608588,-0.4123452,-0.1962627,0.029052399,0.250076,0.50802958,0.78256673,0.85905433,1.155901,1.426087,1.730417,2.4804249,2.6921909,1.8148527,0.83000195,0.98485076,-0.085323073,3.3981843,4780,0.0224857,0.71444589,-1.752934,-1.472315,-1.201123,-0.88620192,-0.78039497,-0.4298701,-0.19407231,0.038323902,0.26409391,0.5179072,0.79227197,0.86897558,1.1433409,1.4204021,1.689018,2.4122701,2.471055,1.7551775,0.8306517,0.9245258,-0.053484105,3.0521061,0,4869,49817.34,43692.441,4269.3242,6721.0332,9367.293,13725.79,16268.65,24429.57,31469.49,38685.738,48869.441,62223.301,84557.922,91735.539,119750.6,166761.91,215145.09,443454.09,649218.31,78009.75,53049.801,24959.949,0.36008129,4.2345877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82773858,0.79526311,0.77690965,0.75762248,0.70838058,-0.31116629,-0.095332578,0.009017372,0.006274311,-0.006813189,,
IRL,2011,Female,48,,,,,,,,,,,,,,1597,10.18997,0.79770237,8.048872,8.4062929,8.6951618,9.0906982,9.2449865,9.7179241,10.0102,10.26122,10.50329,10.74398,11.08008,11.13423,11.29633,11.50991,11.8721,12.4509,12.98096,2.0435314,0.87300968,1.1705217,-0.14558722,3.0248015,1597,8.45E-09,0.79770237,-2.141103,-1.783682,-1.494813,-1.099277,-0.94498771,-0.47205111,-0.17977279,0.0712438,0.31331021,0.55400229,0.89010477,0.94425541,1.106351,1.319931,1.682124,2.260927,2.7909861,2.0435324,0.87301159,1.1705208,-0.14558575,3.0248065,,,,,,,,,,,,,,,,,,,,,,,,,,0,1597,35451.398,28853.141,3130.262,4475.1421,5973.938,8872.3828,10352.55,16612.721,22252.34,28601.619,36435,46350.031,64866.078,68475.453,80525.203,99698.531,143214.5,255480.7,434069.81,59603.07,39873.836,19729.236,0.33797923,3.202152,1547,0.096923903,0.38752139,-1.36142,21.462669,-1.469717,-0.78256983,-0.254816,-0.055807099,-0.020993199,0.049513899,0.072244599,0.077271499,0.096366003,0.1315404,0.26255229,0.33189201,0.57769781,1.086477,1.434353,2.089051,2.438334,0.38769913,0.25462052,0.1330786,0.31349546,22.785891,1464,0.1199223,0.56212038,-0.7559697,12.62683,-1.826112,-1.270667,-0.66435587,-0.2759521,-0.1846678,-0.0063579,0.041889898,0.0853322,0.15331671,0.25772929,0.50223088,0.60560238,1.069245,1.47129,1.85622,2.457243,2.8821459,0.88155448,0.52027017,0.36128432,0.18034716,10.382771,1748,0.082898296,0.70757103,0.44937131,6.659533,-2,-2,-0.9481802,-0.2260334,-0.1513757,-0.050115298,-0.025914701,-0.016917899,0.0071236,0.065644398,0.44836339,0.89704603,2,2,2,2,2,1.1230794,0.91396391,0.20911551,0.62760335,34.55434,2002,0.207132,1.078956,0.1664713,2.8848591,-2,-2,-2,-0.92495149,-0.58970308,-0.18867581,-0.1244622,-0.0553893,0.090494998,0.56746972,2,2,2,2,2,2,2,2.9249516,2.0553894,0.86956221,0.40541771,5.2899871,,,,,,,,,,,,
IRL,2012,Female,48,,,,,,,,,,,,,,1505,10.1667,0.8000648,8.0831528,8.2847862,8.6023779,9.0409365,9.1926432,9.6946402,10.02339,10.27983,10.49599,10.70613,11.02406,11.08211,11.28584,11.44561,11.76032,12.38689,12.41912,2.0411739,0.80228043,1.2388935,-0.21390294,3.1249189,1505,-1.82E-09,0.8000648,-2.083549,-1.881915,-1.564324,-1.125766,-0.97405821,-0.47206119,-0.1433116,0.1131267,0.32929131,0.53943062,0.85735512,0.91540432,1.1191421,1.278911,1.593619,2.220191,2.252414,2.0411704,0.80227762,1.2388928,-0.21390432,3.1249151,,,,,,,,,,,,,,,,,,,,,,,,,,0,1505,34456.148,26491.289,3239.4299,3963.1189,5444.5908,8441.6709,9824.584,16230.38,22547.73,29138.869,36170.262,44628.68,61331.969,64997.609,79685.563,93490.211,128068.5,239639.7,247487.5,56555.938,35858.742,20697.199,0.26808047,3.1525512,1471,0.065396503,0.32076931,0.89088577,16.54756,-0.99890733,-0.39579311,-0.20193399,-0.085943297,-0.064028002,-0.009802,0.0091293,0.0195997,0.040683601,0.0810927,0.20869049,0.2732847,0.56757808,0.98858052,1.492543,1.841727,2.0048921,0.35922801,0.253685,0.105543,0.4123899,15.230521,1365,0.1218323,0.52306861,0.041038401,9.5571499,-1.611101,-1.065683,-0.6574865,-0.26709041,-0.1720777,-0.016581099,0.0275445,0.0791611,0.1395859,0.2416205,0.53854507,0.62956852,0.9597106,1.479803,1.986207,2.560204,2.719739,0.8966589,0.55040741,0.34625152,0.22768512,9.8585215,1635,0.082064599,0.65218979,0.89390051,7.56813,-2,-1.4536999,-0.41371101,-0.17659929,-0.1481279,-0.083600096,-0.0649051,-0.049837001,-0.025584999,0.038377699,0.41014051,0.77838629,2,2,2,2,2,0.95498562,0.82822329,0.1267623,0.7345252,28.314169,1907,0.20511749,1.1031049,0.17027991,2.7705381,-2,-2,-2,-0.99895191,-0.64143759,-0.2109167,-0.14974859,-0.0707753,0.072480798,0.63209462,2,2,2,2,2,2,2,2.9989519,2.0707753,0.92817664,0.38099933,4.744895,0.86710495,,,,,,,,,,,
IRL,2013,Female,48,,,,,,,,,,,,,,1934,10.09761,0.81297868,8.0391436,8.2445879,8.6283016,8.9726982,9.1288366,9.5981436,9.9135418,10.16862,10.40126,10.65153,11.00413,11.08422,11.2199,11.40636,11.86443,13.09085,13.42214,2.1115217,0.91559982,1.1959219,-0.13275832,3.0015299,1934,2.98E-09,0.81297868,-2.0584681,-1.8530231,-1.469309,-1.124913,-0.9687745,-0.49946749,-0.18406931,0.071012802,0.30364829,0.553922,0.90651733,0.98661172,1.12229,1.308751,1.766821,2.9932339,3.3245289,2.1115246,0.91559893,1.1959258,-0.13276042,3.0015242,1848,0.049697299,0.7483598,-1.764583,-1.51553,-1.213605,-0.94442981,-0.82328027,-0.47264531,-0.1774849,0.097481303,0.32241109,0.57222283,0.90315539,0.97969007,1.121506,1.310853,1.7497931,2.8876679,3.2179401,1.9241199,0.88220876,1.0419111,-0.083000213,2.705014,0,1934,33084.141,32440.41,3099.958,3806.9661,5587.5791,7884.8521,9217.29,14737.39,20202.1,26072.18,32901.051,42257.328,60121.871,65135.379,74600.43,89891.742,142120.7,484486.81,674778.81,57250.527,39063.199,18187.328,0.36464068,3.1280875,1709,0.081798099,0.39939669,-1.249406,17.44791,-1.548685,-0.87344229,-0.3916502,-0.1212265,-0.053408802,0.035955202,0.0620954,0.071114302,0.093493298,0.1398247,0.2695148,0.34420851,0.62116802,1.017252,1.366465,1.941766,2.367064,0.465435,0.27309421,0.19234079,0.17350096,18.202593,1461,0.097915299,0.55492818,-0.17950191,9.7155952,-1.903406,-1.2181669,-0.79262662,-0.31125379,-0.1988309,-0.037804902,0.0134885,0.062628403,0.1298759,0.2434375,0.51598418,0.62118882,0.98219079,1.328127,1.923363,2.828274,3.1001379,0.93244261,0.55856043,0.37388217,0.19805858,9.0537348,2136,-0.0308786,0.92337281,-0.35709459,4.239151,-2,-2,-2,-2,-1.277377,-0.017548099,0.0360507,0.0500829,0.077634797,0.1429022,0.5088793,0.8548857,2,2,2,2,2,2.8548856,0.80480278,2.0500829,-0.43619266,24.929838,2387,0.0019483,1.290966,-0.1286523,2.255331,-2,-2,-2,-2,-2,-0.51478821,0.0010232,0.075144097,0.18800791,0.54376918,2,2,2,2,2,2,2,4,1.9248559,2.0751441,-0.037572026,3.7787275,0.84833205,0.81086636,,,,-0.28031537,,,,,,
IRL,2014,Female,48,,,,,,,,,,,,,,1845,10.09562,0.84524649,7.9797339,8.2659521,8.489871,8.9347687,9.0790339,9.5724468,9.9010601,10.18074,10.42379,10.6903,11.04594,11.08389,11.25723,11.48541,12.02465,12.64107,12.85178,2.1491213,0.9031496,1.2459717,-0.15951732,2.8800364,1845,2.93E-09,0.84524649,-2.1158841,-1.8296649,-1.605747,-1.160849,-1.016584,-0.52317083,-0.1945575,0.085119002,0.32816759,0.59468722,0.95032662,0.98827428,1.161611,1.389789,1.929031,2.5454531,2.756161,2.1491232,0.90315527,1.245968,-0.15951283,2.8800204,1766,0.0233826,0.78888369,-1.8564169,-1.652456,-1.402679,-1.0582761,-0.91697001,-0.49727309,-0.1923234,0.089107402,0.31398711,0.58272767,0.92556602,0.97919589,1.150194,1.386449,1.865069,2.4302549,2.5084569,2.037472,0.8900885,1.1473835,-0.12628147,2.8137989,0,1845,33471.77,29092.699,2921.1541,3889.176,4865.2388,7591.3809,8769.4932,14363.51,19951.5,26389.9,33650.57,43927.879,62689.211,65113.789,77437.719,97285.68,166816.41,308991.91,381466.91,57522.406,38723.891,18798.52,0.3463932,3.15909,1750,0.078604802,0.38571879,-0.2617386,11.22823,-1.3891701,-0.86547881,-0.49699911,-0.12943301,-0.068592399,0.019436499,0.038675901,0.057711199,0.0772072,0.1262003,0.28613251,0.39165789,0.70633662,1.0843689,1.368662,1.908106,2.107239,0.52109087,0.3339467,0.1871442,0.2817215,18.263191,1537,0.096400201,0.57622302,-0.037732702,8.6493387,-1.8045141,-1.215505,-0.7431066,-0.33561009,-0.25178969,-0.0741193,-0.0252492,0.026789,0.1116536,0.25011179,0.58764207,0.70777547,1.0813,1.462708,2.0460899,2.4939821,2.775214,1.0433855,0.68098646,0.3623991,0.30534002,8.2601976,2019,0.0449811,0.77355248,0.1160589,5.756063,-2,-2,-2,-0.53503811,-0.27753809,-0.0582661,-0.0308001,-0.0113933,0.0160299,0.090225503,0.53589213,0.83619088,2,2,2,2,2,1.3712289,0.84758419,0.5236448,0.23624019,26.93755,2283,0.1093283,1.200264,-0.078055598,2.559813,-2,-2,-2,-2,-2,-0.20487291,-0.087124497,-0.0052703,0.14859711,0.64647192,2,2,2,2,2,2,2,4,2.0052702,1.9947298,0.002635121,4.6984487,0.85728699,0.82096601,0.77813309,,,-0.17359105,-0.09166763,,,,,
IRL,2015,Female,48,,,,,,,,,,,,,,1806,10.16228,0.81982172,8.0573053,8.3499269,8.6047058,9.0367355,9.1680899,9.7081728,9.9733343,10.23725,10.48713,10.74215,11.05144,11.12177,11.30122,11.54579,11.95245,12.6918,12.83545,2.0850344,0.88451958,1.2005148,-0.15155396,3.0908437,1806,6.69E-09,0.8198216,-2.10498,-1.812358,-1.557579,-1.125549,-0.99419498,-0.45411211,-0.1889506,0.074967802,0.32484239,0.57986349,0.88915342,0.95948499,1.138934,1.383509,1.7901599,2.5295191,2.673166,2.0850339,0.88451719,1.2005167,-0.15155606,3.0908535,1732,0.028695799,0.75697738,-1.7879061,-1.508666,-1.288077,-0.99426192,-0.88304061,-0.4573929,-0.1934559,0.068686299,0.3273094,0.56957942,0.87928468,0.94374448,1.116937,1.331979,1.7752481,2.4997849,2.664432,1.9380064,0.87505817,1.0629482,-0.096950173,2.7660387,0,1806,35184.16,30472.631,3156.771,4229.8711,5457.2798,8406.2891,9586.2959,16451.52,21446.881,27924.311,35851.039,46265.352,63034.559,67627.523,80920.242,103341.4,155196.09,325072.81,375288.59,59221.234,39703.211,19518.021,0.34084377,3.3243473,1720,0.062242001,0.37180811,0.2044054,18.27043,-1.247023,-0.66100419,-0.3578026,-0.1198074,-0.078580096,-0.016834499,0.0110624,0.0295108,0.054907601,0.1077812,0.25139931,0.30895069,0.63387269,1.040046,1.400125,2.500108,3.195926,0.42875808,0.2794399,0.1493182,0.3034851,13.650368,1518,0.033065502,0.54045391,0.057999801,7.8787918,-1.656172,-1.177568,-0.79887033,-0.4929688,-0.37598449,-0.1376441,-0.054699201,0.0006278,0.069315702,0.2007186,0.4965694,0.6243217,0.96014482,1.270118,1.779201,2.3779349,2.910599,1.1172905,0.62369388,0.49359658,0.11644,7.233912,1955,0.036364399,0.73271,0.1708928,6.4235549,-2,-2,-1.4978859,-0.3278909,-0.217581,-0.077992499,-0.046773698,-0.0259628,0.0075534,0.077653699,0.42700839,0.71912593,2,2,2,2,2,1.0470169,0.7450887,0.3019281,0.42326024,25.69931,2078,-0.026722601,1.107139,-0.069332696,2.936161,-2,-2,-2,-2,-2,-0.3248153,-0.0862289,-0.005817,0.094759703,0.33710009,1.498686,2,2,2,2,2,2,4,2.0058169,1.9941829,0.002908498,6.0430684,0.84249312,0.82874703,0.80089939,0.76616859,,-0.22020397,-0.051599994,-0.036695719,,,,
IRL,2016,Female,48,,,,,,,,,,,,,,1925,10.22052,0.80216402,8.24049,8.4447327,8.7167902,9.1347303,9.2578764,9.7160921,10.05867,10.3157,10.52485,10.7819,11.08143,11.13021,11.30097,11.65443,11.9978,12.49745,13.44193,1.9954796,0.81451035,1.1809692,-0.18364452,3.0115151,1925,-6.48E-09,0.80216402,-1.9800299,-1.775787,-1.503729,-1.085789,-0.96264309,-0.50442737,-0.1618495,0.095181003,0.30433229,0.56138372,0.86091381,0.90969127,1.080449,1.4339139,1.7772779,2.2769279,3.221415,1.9954803,0.81451029,1.18097,-0.18364485,3.0115101,1847,0.0236625,0.74907058,-1.753217,-1.531585,-1.308462,-1.0148031,-0.89106661,-0.49693489,-0.1542073,0.098389603,0.29763031,0.56825829,0.8520937,0.89712048,1.085884,1.395026,1.685923,2.1635921,2.169559,1.9119235,0.79873085,1.1131927,-0.16447406,2.747493,0,1925,36970.059,33184.078,3791.397,4650.5122,6104.5532,9271.7813,10486.84,16582.32,23357.43,30203.119,37229.301,48141.672,64953.891,68200.781,80899.953,115201,162396.8,267653.5,688268.69,58929,37997.664,20931.338,0.28960827,3.5029392,1820,0.057803702,0.40719339,-2.0727839,23.56978,-1.434449,-0.88966459,-0.4339104,-0.1226726,-0.077686399,0.0118513,0.034739401,0.050049201,0.073050499,0.1151042,0.25666901,0.3279905,0.64861751,0.95717913,1.311887,1.723475,1.9220001,0.45066309,0.27794129,0.1727218,0.23347704,17.886604,1669,0.051058099,0.55002022,-0.41627851,8.358387,-1.703041,-1.296638,-0.86986428,-0.46505621,-0.3597973,-0.0996636,-0.017181201,0.0365269,0.109132,0.2298604,0.52332991,0.61268538,0.94075513,1.305216,1.664977,2.443336,2.6168039,1.0777416,0.57615846,0.5015831,0.069195956,7.8957953,2085,0.025861001,0.75336468,0.0081473,6.1004772,-2,-2,-2,-0.45060959,-0.2655791,-0.054776199,-0.0270683,-0.007446,0.0201892,0.085286699,0.41949269,0.72942668,2,2,2,2,2,1.1800363,0.73687267,0.4431636,0.24889833,28.558598,2246,0.029219899,1.085374,-0.020066001,3.0387089,-2,-2,-2,-2,-1.489458,-0.26862291,-0.083212599,-0.0082667,0.107559,0.36295629,2,2,2,2,2,2,2,4,2.0082667,1.9917333,0.004133344,6.3333311,0.83993393,0.81552327,0.78415769,0.7666648,0.7302655,-0.30181554,-0.044227872,-0.089302726,0.024305757,,,
IRL,2017,Female,48,,,,,,,,,,,,,,2003,10.22257,0.81716931,8.0183744,8.3888187,8.6929855,9.0890236,9.2196293,9.7492504,10.06873,10.31642,10.53511,10.80609,11.09787,11.15736,11.33742,11.55969,12.0031,12.67648,13.00076,2.0683365,0.84094048,1.227396,-0.18684365,3.0003331,2003,-7.94E-09,0.81716919,-2.2041941,-1.83375,-1.529583,-1.133545,-1.0029401,-0.47331849,-0.15383659,0.093846902,0.31254539,0.58352149,0.87530482,0.9347893,1.114853,1.3371201,1.7805279,2.4539111,2.778188,2.0683343,0.84094238,1.227392,-0.18684097,3.0003314,1938,0.0240109,0.76640242,-1.901448,-1.567048,-1.378953,-1.044197,-0.90294522,-0.46713319,-0.16135471,0.1028875,0.31119189,0.5861448,0.85892433,0.90478361,1.0933779,1.342103,1.817382,2.4714379,2.7901659,1.9489806,0.8018961,1.1470845,-0.17711227,2.7619972,0,2003,37168.199,31694.721,3036.2371,4397.6201,5960.9502,8857.5322,10093.33,17141.381,23593.631,30224.721,37613.359,49320.262,66030.609,70077.594,83903.406,104787.3,163259.5,320129.09,442748,61220.063,39852.875,21367.188,0.30195472,3.1197379,1919,0.090882599,0.41222689,-1.341581,20.861389,-1.432133,-0.81013137,-0.4222807,-0.1010803,-0.050918002,0.036213499,0.057584401,0.075051904,0.098107003,0.1434503,0.28969061,0.3579956,0.73984969,1.102361,1.308908,2.5198059,2.6081841,0.4590759,0.2829437,0.1761322,0.23266631,17.83429,1808,0.0522925,0.50751787,0.0284843,8.8551817,-1.5740629,-0.99947971,-0.67523241,-0.3645052,-0.27280799,-0.1202068,-0.055339798,0.0031324,0.085464999,0.2158051,0.4834691,0.58938837,0.90757811,1.256601,1.618077,2.6879261,2.8979831,0.95389354,0.58625597,0.3676376,0.22918528,6.7142882,2189,0.069586001,0.74002808,0.1920152,6.193882,-2,-2,-1.396715,-0.36214659,-0.2016809,-0.0459162,-0.018306101,0.0016166,0.030737,0.1042713,0.55784541,0.8419174,2,2,2,2,2,1.204064,0.8403008,0.36376318,0.3957743,26.633375,2372,0.096821196,1.036756,0.082105599,3.2796421,-2,-2,-2,-1.302804,-0.77324653,-0.21325681,-0.1194667,-0.036786102,0.091360502,0.38397649,2,2,2,2,2,2,2,3.302804,2.0367861,1.2660179,0.23336782,6.6975503,0.86023897,0.8089118,0.77846307,0.74154925,0.71547842,-0.20704401,-0.081831746,-0.05204298,0.004857746,0.003860411,,
IRL,2018,Female,48,,,,,,,,,,,,,,2209,10.24723,0.82259858,8.077137,8.358901,8.6640606,9.0872688,9.2444525,9.7581148,10.10193,10.34493,10.58281,10.82493,11.09724,11.16433,11.35432,11.61481,12.04872,12.89566,13.44786,2.0770607,0.81939983,1.2576609,-0.21100059,3.0519891,2209,9.86E-09,0.82259858,-2.170089,-1.888325,-1.583166,-1.159958,-1.002775,-0.48911169,-0.1452978,0.097704098,0.33558771,0.57769889,0.85001677,0.91710591,1.10709,1.367579,1.8014899,2.648437,3.2006381,2.077064,0.8194018,1.2576621,-0.21099988,3.0519981,2102,0.0338641,0.75265461,-1.817428,-1.61325,-1.3667949,-1.008219,-0.8758257,-0.4508245,-0.1336849,0.113764,0.3265745,0.56110591,0.82494658,0.88804263,1.0915281,1.368721,1.741999,2.605176,3.0665879,1.8962617,0.77427864,1.1219831,-0.18336309,2.9468143,0,2209,38335.02,35984.352,3220,4268,5791,8842,10347,17294,24390,31099,39451,50258,65989,70568,85333,110725,170880,398580,692362,61726,39469,22257,0.27884522,3.2294927,2093,0.056967501,0.35572231,0.72242481,13.30993,-1.014746,-0.58686101,-0.2952874,-0.1200078,-0.0864776,-0.032286901,-0.0162556,0.0046088,0.0289953,0.081207998,0.2687948,0.3249442,0.65619832,1.113747,1.434602,1.925246,1.970624,0.44495201,0.32033539,0.1246166,0.43986493,14.984004,,,,,,,,,,,,,,,,,,,,,,,,,,,,2412,0.043260701,0.7645877,0.050105501,5.959486,-2,-2,-2,-0.3293798,-0.2121536,-0.068698697,-0.0500824,-0.026464799,0.0040666,0.094183497,0.52478772,0.8756094,2,2,2,2,2,1.2049892,0.90207422,0.30291501,0.49723202,24.557627,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8369844,0.8078205,0.76674008,0.71475613,0.6917333,-0.27879354,-0.051449608,0.006862941,0.032329824,0.031915478,,
IRL,2019,Female,48,,,,,,,,,,,,,,2388,10.26503,0.79183,8.1212835,8.4228449,8.7511969,9.2129335,9.3550987,9.7874918,10.08664,10.34693,10.5668,10.81044,11.09874,11.16236,11.36416,11.59706,12.01632,12.77995,12.91741,1.9494267,0.81543064,1.133996,-0.16341491,3.1030066,2388,4.51E-09,0.79183,-2.1437471,-1.842186,-1.513834,-1.052097,-0.9099322,-0.47753921,-0.1783935,0.0819019,0.30177391,0.54541248,0.83370489,0.89732742,1.099131,1.332026,1.75129,2.5149219,2.6523819,1.9494244,0.81542552,1.1339989,-0.16341919,3.102993,2264,0.035248101,0.72995979,-1.7441469,-1.517575,-1.2639869,-0.93216008,-0.81968522,-0.44229341,-0.1689541,0.1024063,0.30471969,0.53897071,0.81490833,0.8822825,1.0780391,1.326275,1.7980371,2.496604,2.614275,1.8144426,0.77987617,1.0345664,-0.1403683,2.8981495,0,2388,38284.891,33103.98,3365.3369,4549.8281,6318.2432,10025.97,11557.6,17809.57,24019.881,31161.32,38824.41,49535.43,66087.563,70428.859,86177.242,108777.3,165432.91,355028.31,407343.59,60402.891,39267.539,21135.352,0.30018741,3.2852528,2169,0.0032739,0.4024184,-0.84226322,11.17779,-1.379739,-1.011058,-0.68705082,-0.38138679,-0.28999901,-0.062972099,0.0052328,0.0296802,0.062663101,0.111638,0.2429152,0.30984971,0.58324242,0.883461,1.209481,1.966372,2.1341021,0.6912365,0.28016952,0.41106698,-0.18936712,10.849997,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542,-0.082239397,0.82007879,-0.31180859,5.0531988,-2,-2,-2,-1.185205,-0.77863121,-0.14921071,-0.023483099,0.0113424,0.048713598,0.1072717,0.36215121,0.51893717,1.735973,2,2,2,2,1.7041421,0.50759476,1.1965474,-0.4042812,15.595612,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81177092,0.79039466,0.74039495,0.72023481,0.68583453,-0.33107573,-0.02929436,-0.009832853,-0.024793647,0.043029875,,
